scenario_date,factor_id,factor_type,tenor_key,value
2023-02-15,USD_SOFR,yield_curve,5.0,0.038644
2023-02-15,USD_SOFR,yield_curve,10.0,0.041248
2023-02-15,EUR_ESTR,yield_curve,0.25,0.034359
2023-02-15,EUR_ESTR,yield_curve,0.5,0.034581
2023-02-15,EUR_ESTR,yield_curve,1.0,0.035811
2023-02-15,EUR_ESTR,yield_curve,2.0,0.034978
2023-02-15,EUR_ESTR,yield_curve,5.0,0.030841
2023-02-15,EUR_ESTR,yield_curve,10.0,0.026336
2023-02-15,EURUSD,fx_spot,spot,1.132334
2023-02-15,WTI,commodity,0.25,76.4714
2023-02-15,USD_SWAPTION,vol,1.0,0.250598
2023-02-16,USD_SOFR,yield_curve,0.25,0.056665
2023-02-16,USD_SOFR,yield_curve,0.5,0.05708
2023-02-16,USD_SOFR,yield_curve,1.0,0.048705
2023-02-16,USD_SOFR,yield_curve,2.0,0.050984
2023-02-16,USD_SOFR,yield_curve,5.0,0.038039
2023-02-16,USD_SOFR,yield_curve,10.0,0.040111
2023-02-16,EUR_ESTR,yield_curve,0.25,0.034067
2023-02-16,EUR_ESTR,yield_curve,0.5,0.033556
2023-02-16,EUR_ESTR,yield_curve,1.0,0.034718
2023-02-16,EUR_ESTR,yield_curve,2.0,0.033234
2023-02-16,EUR_ESTR,yield_curve,5.0,0.029701
2023-02-16,EUR_ESTR,yield_curve,10.0,0.025593
2023-02-16,EURUSD,fx_spot,spot,1.132859
2023-02-16,WTI,commodity,0.25,75.4835
2023-02-16,USD_SWAPTION,vol,1.0,0.252616
2023-02-17,USD_SOFR,yield_curve,0.25,0.057096
2023-02-17,USD_SOFR,yield_curve,0.5,0.05625
2023-02-17,USD_SOFR,yield_curve,1.0,0.048553
2023-02-17,USD_SOFR,yield_curve,2.0,0.050283
2023-02-17,USD_SOFR,yield_curve,5.0,0.036933
2023-02-17,USD_SOFR,yield_curve,10.0,0.040852
2023-02-17,EUR_ESTR,yield_curve,0.25,0.035449
2023-02-17,EUR_ESTR,yield_curve,0.5,0.033214
2023-02-17,EUR_ESTR,yield_curve,1.0,0.033891
2023-02-17,EUR_ESTR,yield_curve,2.0,0.032163
2023-02-17,EUR_ESTR,yield_curve,5.0,0.029261
2023-02-17,EUR_ESTR,yield_curve,10.0,0.024198
2023-02-17,EURUSD,fx_spot,spot,1.126987
2023-02-17,WTI,commodity,0.25,75.5384
2023-02-17,USD_SWAPTION,vol,1.0,0.240845
2023-02-20,USD_SOFR,yield_curve,0.25,0.057312
2023-02-20,USD_SOFR,yield_curve,0.5,0.05621
2023-02-20,USD_SOFR,yield_curve,1.0,0.048362
2023-02-20,USD_SOFR,yield_curve,2.0,0.049557
2023-02-20,USD_SOFR,yield_curve,5.0,0.036471
2023-02-20,USD_SOFR,yield_curve,10.0,0.041456
2023-02-20,EUR_ESTR,yield_curve,0.25,0.034413
2023-02-20,EUR_ESTR,yield_curve,0.5,0.033275
2023-02-20,EUR_ESTR,yield_curve,1.0,0.033422
2023-02-20,EUR_ESTR,yield_curve,2.0,0.032813
2023-02-20,EUR_ESTR,yield_curve,5.0,0.02836
2023-02-20,EUR_ESTR,yield_curve,10.0,0.024688
2023-02-20,EURUSD,fx_spot,spot,1.122506
2023-02-20,WTI,commodity,0.25,76.185
2023-02-20,USD_SWAPTION,vol,1.0,0.241184
2023-02-21,USD_SOFR,yield_curve,0.25,0.055868
2023-02-21,USD_SOFR,yield_curve,0.5,0.054908
2023-02-21,USD_SOFR,yield_curve,1.0,0.0484
2023-02-21,USD_SOFR,yield_curve,2.0,0.049765
2023-02-21,USD_SOFR,yield_curve,5.0,0.035748
2023-02-21,USD_SOFR,yield_curve,10.0,0.041967
2023-02-21,EUR_ESTR,yield_curve,0.25,0.033154
2023-02-21,EUR_ESTR,yield_curve,0.5,0.033861
2023-02-21,EUR_ESTR,yield_curve,1.0,0.032674
2023-02-21,EUR_ESTR,yield_curve,2.0,0.032009
2023-02-21,EUR_ESTR,yield_curve,5.0,0.029429
2023-02-21,EUR_ESTR,yield_curve,10.0,0.023884
2023-02-21,EURUSD,fx_spot,spot,1.119916
2023-02-21,WTI,commodity,0.25,77.3349
2023-02-21,USD_SWAPTION,vol,1.0,0.242116
2023-02-22,USD_SOFR,yield_curve,0.25,0.056537
2023-02-22,USD_SOFR,yield_curve,0.5,0.054004
2023-02-22,USD_SOFR,yield_curve,1.0,0.048824
2023-02-22,USD_SOFR,yield_curve,2.0,0.050918
2023-02-22,USD_SOFR,yield_curve,5.0,0.03377
2023-02-22,USD_SOFR,yield_curve,10.0,0.041329
2023-02-22,EUR_ESTR,yield_curve,0.25,0.034921
2023-02-22,EUR_ESTR,yield_curve,0.5,0.034202
2023-02-22,EUR_ESTR,yield_curve,1.0,0.034047
2023-02-22,EUR_ESTR,yield_curve,2.0,0.032462
2023-02-22,EUR_ESTR,yield_curve,5.0,0.029876
2023-02-22,EUR_ESTR,yield_curve,10.0,0.024731
2023-02-22,EURUSD,fx_spot,spot,1.127763
2023-02-22,WTI,commodity,0.25,77.6301
2023-02-22,USD_SWAPTION,vol,1.0,0.246688
2023-02-23,USD_SOFR,yield_curve,0.25,0.056207
2023-02-23,USD_SOFR,yield_curve,0.5,0.053614
2023-02-23,USD_SOFR,yield_curve,1.0,0.048478
2023-02-23,USD_SOFR,yield_curve,2.0,0.051234
2023-02-23,USD_SOFR,yield_curve,5.0,0.033434
2023-02-23,USD_SOFR,yield_curve,10.0,0.041561
2023-02-23,EUR_ESTR,yield_curve,0.25,0.035473
2023-02-23,EUR_ESTR,yield_curve,0.5,0.034501
2023-02-23,EUR_ESTR,yield_curve,1.0,0.033283
2023-02-23,EUR_ESTR,yield_curve,2.0,0.033199
2023-02-23,EUR_ESTR,yield_curve,5.0,0.029233
2023-02-23,EUR_ESTR,yield_curve,10.0,0.023255
2023-02-23,EURUSD,fx_spot,spot,1.120942
2023-02-23,WTI,commodity,0.25,75.4516
2023-02-23,USD_SWAPTION,vol,1.0,0.243242
2023-02-24,USD_SOFR,yield_curve,0.25,0.056222
2023-02-24,USD_SOFR,yield_curve,0.5,0.054955
2023-02-24,USD_SOFR,yield_curve,1.0,0.04874
2023-02-24,USD_SOFR,yield_curve,2.0,0.051059
2023-02-24,USD_SOFR,yield_curve,5.0,0.034097
2023-02-24,USD_SOFR,yield_curve,10.0,0.039792
2023-02-24,EUR_ESTR,yield_curve,0.25,0.034631
2023-02-24,EUR_ESTR,yield_curve,0.5,0.034702
2023-02-24,EUR_ESTR,yield_curve,1.0,0.032853
2023-02-24,EUR_ESTR,yield_curve,2.0,0.033426
2023-02-24,EUR_ESTR,yield_curve,5.0,0.029943
2023-02-24,EUR_ESTR,yield_curve,10.0,0.024491
2023-02-24,EURUSD,fx_spot,spot,1.125198
2023-02-24,WTI,commodity,0.25,78.0215
2023-02-24,USD_SWAPTION,vol,1.0,0.245909
2023-02-27,USD_SOFR,yield_curve,0.25,0.056421
2023-02-27,USD_SOFR,yield_curve,0.5,0.054587
2023-02-27,USD_SOFR,yield_curve,1.0,0.04806
2023-02-27,USD_SOFR,yield_curve,2.0,0.051723
2023-02-27,USD_SOFR,yield_curve,5.0,0.033412
2023-02-27,USD_SOFR,yield_curve,10.0,0.039849
2023-02-27,EUR_ESTR,yield_curve,0.25,0.033523
2023-02-27,EUR_ESTR,yield_curve,0.5,0.033847
2023-02-27,EUR_ESTR,yield_curve,1.0,0.03326
2023-02-27,EUR_ESTR,yield_curve,2.0,0.032682
2023-02-27,EUR_ESTR,yield_curve,5.0,0.028754
2023-02-27,EUR_ESTR,yield_curve,10.0,0.023898
2023-02-27,EURUSD,fx_spot,spot,1.11859
2023-02-27,WTI,commodity,0.25,77.5016
2023-02-27,USD_SWAPTION,vol,1.0,0.246887
2023-02-28,USD_SOFR,yield_curve,0.25,0.057026
2023-02-28,USD_SOFR,yield_curve,0.5,0.05385
2023-02-28,USD_SOFR,yield_curve,1.0,0.048756
2023-02-28,USD_SOFR,yield_curve,2.0,0.052807
2023-02-28,USD_SOFR,yield_curve,5.0,0.033743
2023-02-28,USD_SOFR,yield_curve,10.0,0.041351
2023-02-28,EUR_ESTR,yield_curve,0.25,0.034041
2023-02-28,EUR_ESTR,yield_curve,0.5,0.033509
2023-02-28,EUR_ESTR,yield_curve,1.0,0.032688
2023-02-28,EUR_ESTR,yield_curve,2.0,0.033653
2023-02-28,EUR_ESTR,yield_curve,5.0,0.030148
2023-02-28,EUR_ESTR,yield_curve,10.0,0.024722
2023-02-28,EURUSD,fx_spot,spot,1.120469
2023-02-28,WTI,commodity,0.25,76.1931
2023-02-28,USD_SWAPTION,vol,1.0,0.257229
2023-03-01,USD_SOFR,yield_curve,0.25,0.05713
2023-03-01,USD_SOFR,yield_curve,0.5,0.053937
2023-03-01,USD_SOFR,yield_curve,1.0,0.049336
2023-03-01,USD_SOFR,yield_curve,2.0,0.053192
2023-03-01,USD_SOFR,yield_curve,5.0,0.033922
2023-03-01,USD_SOFR,yield_curve,10.0,0.040718
2023-03-01,EUR_ESTR,yield_curve,0.25,0.035369
2023-03-01,EUR_ESTR,yield_curve,0.5,0.035965
2023-03-01,EUR_ESTR,yield_curve,1.0,0.035143
2023-03-01,EUR_ESTR,yield_curve,2.0,0.034292
2023-03-01,EUR_ESTR,yield_curve,5.0,0.030029
2023-03-01,EUR_ESTR,yield_curve,10.0,0.024742
2023-03-01,EURUSD,fx_spot,spot,1.119623
2023-03-01,WTI,commodity,0.25,76.2568
2023-03-01,USD_SWAPTION,vol,1.0,0.250471
2023-03-02,USD_SOFR,yield_curve,0.25,0.055776
2023-03-02,USD_SOFR,yield_curve,0.5,0.055161
2023-03-02,USD_SOFR,yield_curve,1.0,0.04921
2023-03-02,USD_SOFR,yield_curve,2.0,0.052851
2023-03-02,USD_SOFR,yield_curve,5.0,0.033112
2023-03-02,USD_SOFR,yield_curve,10.0,0.039395
2023-03-02,EUR_ESTR,yield_curve,0.25,0.035454
2023-03-02,EUR_ESTR,yield_curve,0.5,0.034754
2023-03-02,EUR_ESTR,yield_curve,1.0,0.033436
2023-03-02,EUR_ESTR,yield_curve,2.0,0.032433
2023-03-02,EUR_ESTR,yield_curve,5.0,0.030008
2023-03-02,EUR_ESTR,yield_curve,10.0,0.026211
2023-03-02,EURUSD,fx_spot,spot,1.117879
2023-03-02,WTI,commodity,0.25,74.5375
2023-03-02,USD_SWAPTION,vol,1.0,0.243771
2023-03-03,USD_SOFR,yield_curve,0.25,0.055557
2023-03-03,USD_SOFR,yield_curve,0.5,0.053003
2023-03-03,USD_SOFR,yield_curve,1.0,0.049166
2023-03-03,USD_SOFR,yield_curve,2.0,0.052666
2023-03-03,USD_SOFR,yield_curve,5.0,0.033669
2023-03-03,USD_SOFR,yield_curve,10.0,0.040874
2023-03-03,EUR_ESTR,yield_curve,0.25,0.035592
2023-03-03,EUR_ESTR,yield_curve,0.5,0.034505
2023-03-03,EUR_ESTR,yield_curve,1.0,0.033502
2023-03-03,EUR_ESTR,yield_curve,2.0,0.03471
2023-03-03,EUR_ESTR,yield_curve,5.0,0.030202
2023-03-03,EUR_ESTR,yield_curve,10.0,0.025175
2023-03-03,EURUSD,fx_spot,spot,1.117717
2023-03-03,WTI,commodity,0.25,74.7589
2023-03-03,USD_SWAPTION,vol,1.0,0.244278
2023-03-06,USD_SOFR,yield_curve,0.25,0.055098
2023-03-06,USD_SOFR,yield_curve,0.5,0.052566
2023-03-06,USD_SOFR,yield_curve,1.0,0.04914
2023-03-06,USD_SOFR,yield_curve,2.0,0.052231
2023-03-06,USD_SOFR,yield_curve,5.0,0.033099
2023-03-06,USD_SOFR,yield_curve,10.0,0.040959
2023-03-06,EUR_ESTR,yield_curve,0.25,0.034737
2023-03-06,EUR_ESTR,yield_curve,0.5,0.035543
2023-03-06,EUR_ESTR,yield_curve,1.0,0.03255
2023-03-06,EUR_ESTR,yield_curve,2.0,0.033795
2023-03-06,EUR_ESTR,yield_curve,5.0,0.030888
2023-03-06,EUR_ESTR,yield_curve,10.0,0.023896
2023-03-06,EURUSD,fx_spot,spot,1.115419
2023-03-06,WTI,commodity,0.25,74.3424
2023-03-06,USD_SWAPTION,vol,1.0,0.237962
2023-03-07,USD_SOFR,yield_curve,0.25,0.054476
2023-03-07,USD_SOFR,yield_curve,0.5,0.051677
2023-03-07,USD_SOFR,yield_curve,1.0,0.050542
2023-03-07,USD_SOFR,yield_curve,2.0,0.05298
2023-03-07,USD_SOFR,yield_curve,5.0,0.034116
2023-03-07,USD_SOFR,yield_curve,10.0,0.041536
2023-03-07,EUR_ESTR,yield_curve,0.25,0.035615
2023-03-07,EUR_ESTR,yield_curve,0.5,0.035727
2023-03-07,EUR_ESTR,yield_curve,1.0,0.035836
2023-03-07,EUR_ESTR,yield_curve,2.0,0.033809
2023-03-07,EUR_ESTR,yield_curve,5.0,0.03197
2023-03-07,EUR_ESTR,yield_curve,10.0,0.026398
2023-03-07,EURUSD,fx_spot,spot,1.112911
2023-03-07,WTI,commodity,0.25,75.1352
2023-03-07,USD_SWAPTION,vol,1.0,0.247221
2023-03-08,USD_SOFR,yield_curve,0.25,0.054187
2023-03-08,USD_SOFR,yield_curve,0.5,0.052605
2023-03-08,USD_SOFR,yield_curve,1.0,0.049677
2023-03-08,USD_SOFR,yield_curve,2.0,0.053473
2023-03-08,USD_SOFR,yield_curve,5.0,0.034591
2023-03-08,USD_SOFR,yield_curve,10.0,0.041289
2023-03-08,EUR_ESTR,yield_curve,0.25,0.035623
2023-03-08,EUR_ESTR,yield_curve,0.5,0.034426
2023-03-08,EUR_ESTR,yield_curve,1.0,0.035232
2023-03-08,EUR_ESTR,yield_curve,2.0,0.033566
2023-03-08,EUR_ESTR,yield_curve,5.0,0.030363
2023-03-08,EUR_ESTR,yield_curve,10.0,0.026307
2023-03-08,EURUSD,fx_spot,spot,1.108208
2023-03-08,WTI,commodity,0.25,73.5478
2023-03-08,USD_SWAPTION,vol,1.0,0.237217
2023-03-09,USD_SOFR,yield_curve,0.25,0.054672
2023-03-09,USD_SOFR,yield_curve,0.5,0.05158
2023-03-09,USD_SOFR,yield_curve,1.0,0.051081
2023-03-09,USD_SOFR,yield_curve,2.0,0.051807
2023-03-09,USD_SOFR,yield_curve,5.0,0.035948
2023-03-09,USD_SOFR,yield_curve,10.0,0.041457
2023-03-09,EUR_ESTR,yield_curve,0.25,0.036773
2023-03-09,EUR_ESTR,yield_curve,0.5,0.036254
2023-03-09,EUR_ESTR,yield_curve,1.0,0.03632
2023-03-09,EUR_ESTR,yield_curve,2.0,0.035058
2023-03-09,EUR_ESTR,yield_curve,5.0,0.032743
2023-03-09,EUR_ESTR,yield_curve,10.0,0.027149
2023-03-09,EURUSD,fx_spot,spot,1.109207
2023-03-09,WTI,commodity,0.25,73.1467
2023-03-09,USD_SWAPTION,vol,1.0,0.244715
2023-03-10,USD_SOFR,yield_curve,0.25,0.054918
2023-03-10,USD_SOFR,yield_curve,0.5,0.050212
2023-03-10,USD_SOFR,yield_curve,1.0,0.050002
2023-03-10,USD_SOFR,yield_curve,2.0,0.052402
2023-03-10,USD_SOFR,yield_curve,5.0,0.036085
2023-03-10,USD_SOFR,yield_curve,10.0,0.04131
2023-03-10,EUR_ESTR,yield_curve,0.25,0.035763
2023-03-10,EUR_ESTR,yield_curve,0.5,0.035711
2023-03-10,EUR_ESTR,yield_curve,1.0,0.034679
2023-03-10,EUR_ESTR,yield_curve,2.0,0.033535
2023-03-10,EUR_ESTR,yield_curve,5.0,0.03112
2023-03-10,EUR_ESTR,yield_curve,10.0,0.025415
2023-03-10,EURUSD,fx_spot,spot,1.111924
2023-03-10,WTI,commodity,0.25,71.2786
2023-03-10,USD_SWAPTION,vol,1.0,0.250146
2023-03-13,USD_SOFR,yield_curve,0.25,0.055297
2023-03-13,USD_SOFR,yield_curve,0.5,0.050417
2023-03-13,USD_SOFR,yield_curve,1.0,0.050789
2023-03-13,USD_SOFR,yield_curve,2.0,0.053734
2023-03-13,USD_SOFR,yield_curve,5.0,0.036896
2023-03-13,USD_SOFR,yield_curve,10.0,0.039837
2023-03-13,EUR_ESTR,yield_curve,0.25,0.035771
2023-03-13,EUR_ESTR,yield_curve,0.5,0.035914
2023-03-13,EUR_ESTR,yield_curve,1.0,0.035804
2023-03-13,EUR_ESTR,yield_curve,2.0,0.035099
2023-03-13,EUR_ESTR,yield_curve,5.0,0.031353
2023-03-13,EUR_ESTR,yield_curve,10.0,0.026901
2023-03-13,EURUSD,fx_spot,spot,1.106884
2023-03-13,WTI,commodity,0.25,70.6248
2023-03-13,USD_SWAPTION,vol,1.0,0.237967
2023-03-14,USD_SOFR,yield_curve,0.25,0.054558
2023-03-14,USD_SOFR,yield_curve,0.5,0.049336
2023-03-14,USD_SOFR,yield_curve,1.0,0.050008
2023-03-14,USD_SOFR,yield_curve,2.0,0.054577
2023-03-14,USD_SOFR,yield_curve,5.0,0.036137
2023-03-14,USD_SOFR,yield_curve,10.0,0.041943
2023-03-14,EUR_ESTR,yield_curve,0.25,0.036054
2023-03-14,EUR_ESTR,yield_curve,0.5,0.035619
2023-03-14,EUR_ESTR,yield_curve,1.0,0.034493
2023-03-14,EUR_ESTR,yield_curve,2.0,0.034428
2023-03-14,EUR_ESTR,yield_curve,5.0,0.030662
2023-03-14,EUR_ESTR,yield_curve,10.0,0.026081
2023-03-14,EURUSD,fx_spot,spot,1.123887
2023-03-14,WTI,commodity,0.25,70.523
2023-03-14,USD_SWAPTION,vol,1.0,0.250746
2023-03-15,USD_SOFR,yield_curve,0.25,0.053995
2023-03-15,USD_SOFR,yield_curve,0.5,0.049308
2023-03-15,USD_SOFR,yield_curve,1.0,0.051424
2023-03-15,USD_SOFR,yield_curve,2.0,0.054075
2023-03-15,USD_SOFR,yield_curve,5.0,0.037587
2023-03-15,USD_SOFR,yield_curve,10.0,0.04251
2023-03-15,EUR_ESTR,yield_curve,0.25,0.036837
2023-03-15,EUR_ESTR,yield_curve,0.5,0.037304
2023-03-15,EUR_ESTR,yield_curve,1.0,0.037008
2023-03-15,EUR_ESTR,yield_curve,2.0,0.035798
2023-03-15,EUR_ESTR,yield_curve,5.0,0.031482
2023-03-15,EUR_ESTR,yield_curve,10.0,0.026988
2023-03-15,EURUSD,fx_spot,spot,1.122218
2023-03-15,WTI,commodity,0.25,70.4443
2023-03-15,USD_SWAPTION,vol,1.0,0.248103
2023-03-16,USD_SOFR,yield_curve,0.25,0.054138
2023-03-16,USD_SOFR,yield_curve,0.5,0.04824
2023-03-16,USD_SOFR,yield_curve,1.0,0.051729
2023-03-16,USD_SOFR,yield_curve,2.0,0.054564
2023-03-16,USD_SOFR,yield_curve,5.0,0.038035
2023-03-16,USD_SOFR,yield_curve,10.0,0.043374
2023-03-16,EUR_ESTR,yield_curve,0.25,0.037979
2023-03-16,EUR_ESTR,yield_curve,0.5,0.037504
2023-03-16,EUR_ESTR,yield_curve,1.0,0.036687
2023-03-16,EUR_ESTR,yield_curve,2.0,0.034732
2023-03-16,EUR_ESTR,yield_curve,5.0,0.032986
2023-03-16,EUR_ESTR,yield_curve,10.0,0.027853
2023-03-16,EURUSD,fx_spot,spot,1.124046
2023-03-16,WTI,commodity,0.25,69.0952
2023-03-16,USD_SWAPTION,vol,1.0,0.239595
2023-03-17,USD_SOFR,yield_curve,0.25,0.05498
2023-03-17,USD_SOFR,yield_curve,0.5,0.048208
2023-03-17,USD_SOFR,yield_curve,1.0,0.052274
2023-03-17,USD_SOFR,yield_curve,2.0,0.054586
2023-03-17,USD_SOFR,yield_curve,5.0,0.038058
2023-03-17,USD_SOFR,yield_curve,10.0,0.044125
2023-03-17,EUR_ESTR,yield_curve,0.25,0.037714
2023-03-17,EUR_ESTR,yield_curve,0.5,0.037832
2023-03-17,EUR_ESTR,yield_curve,1.0,0.036996
2023-03-17,EUR_ESTR,yield_curve,2.0,0.036013
2023-03-17,EUR_ESTR,yield_curve,5.0,0.033088
2023-03-17,EUR_ESTR,yield_curve,10.0,0.028407
2023-03-17,EURUSD,fx_spot,spot,1.120817
2023-03-17,WTI,commodity,0.25,70.3967
2023-03-17,USD_SWAPTION,vol,1.0,0.240527
2023-03-20,USD_SOFR,yield_curve,0.25,0.054831
2023-03-20,USD_SOFR,yield_curve,0.5,0.047856
2023-03-20,USD_SOFR,yield_curve,1.0,0.053431
2023-03-20,USD_SOFR,yield_curve,2.0,0.054744
2023-03-20,USD_SOFR,yield_curve,5.0,0.038884
2023-03-20,USD_SOFR,yield_curve,10.0,0.042936
2023-03-20,EUR_ESTR,yield_curve,0.25,0.039342
2023-03-20,EUR_ESTR,yield_curve,0.5,0.039465
2023-03-20,EUR_ESTR,yield_curve,1.0,0.038481
2023-03-20,EUR_ESTR,yield_curve,2.0,0.038071
2023-03-20,EUR_ESTR,yield_curve,5.0,0.034121
2023-03-20,EUR_ESTR,yield_curve,10.0,0.030277
2023-03-20,EURUSD,fx_spot,spot,1.136277
2023-03-20,WTI,commodity,0.25,70.0136
2023-03-20,USD_SWAPTION,vol,1.0,0.242772
2023-03-21,USD_SOFR,yield_curve,0.25,0.055993
2023-03-21,USD_SOFR,yield_curve,0.5,0.04912
2023-03-21,USD_SOFR,yield_curve,1.0,0.053013
2023-03-21,USD_SOFR,yield_curve,2.0,0.054408
2023-03-21,USD_SOFR,yield_curve,5.0,0.038658
2023-03-21,USD_SOFR,yield_curve,10.0,0.041861
2023-03-21,EUR_ESTR,yield_curve,0.25,0.038212
2023-03-21,EUR_ESTR,yield_curve,0.5,0.037911
2023-03-21,EUR_ESTR,yield_curve,1.0,0.037552
2023-03-21,EUR_ESTR,yield_curve,2.0,0.036992
2023-03-21,EUR_ESTR,yield_curve,5.0,0.034154
2023-03-21,EUR_ESTR,yield_curve,10.0,0.029943
2023-03-21,EURUSD,fx_spot,spot,1.129471
2023-03-21,WTI,commodity,0.25,71.0473
2023-03-21,USD_SWAPTION,vol,1.0,0.24393
2023-03-22,USD_SOFR,yield_curve,0.25,0.055954
2023-03-22,USD_SOFR,yield_curve,0.5,0.04966
2023-03-22,USD_SOFR,yield_curve,1.0,0.052115
2023-03-22,USD_SOFR,yield_curve,2.0,0.054713
2023-03-22,USD_SOFR,yield_curve,5.0,0.038792
2023-03-22,USD_SOFR,yield_curve,10.0,0.042255
2023-03-22,EUR_ESTR,yield_curve,0.25,0.038038
2023-03-22,EUR_ESTR,yield_curve,0.5,0.039088
2023-03-22,EUR_ESTR,yield_curve,1.0,0.036732
2023-03-22,EUR_ESTR,yield_curve,2.0,0.035796
2023-03-22,EUR_ESTR,yield_curve,5.0,0.032741
2023-03-22,EUR_ESTR,yield_curve,10.0,0.027782
2023-03-22,EURUSD,fx_spot,spot,1.125151
2023-03-22,WTI,commodity,0.25,72.3145
2023-03-22,USD_SWAPTION,vol,1.0,0.252103
2023-03-23,USD_SOFR,yield_curve,0.25,0.055497
2023-03-23,USD_SOFR,yield_curve,0.5,0.048994
2023-03-23,USD_SOFR,yield_curve,1.0,0.052492
2023-03-23,USD_SOFR,yield_curve,2.0,0.054272
2023-03-23,USD_SOFR,yield_curve,5.0,0.039298
2023-03-23,USD_SOFR,yield_curve,10.0,0.042417
2023-03-23,EUR_ESTR,yield_curve,0.25,0.037333
2023-03-23,EUR_ESTR,yield_curve,0.5,0.038921
2023-03-23,EUR_ESTR,yield_curve,1.0,0.03857
2023-03-23,EUR_ESTR,yield_curve,2.0,0.036124
2023-03-23,EUR_ESTR,yield_curve,5.0,0.033259
2023-03-23,EUR_ESTR,yield_curve,10.0,0.028664
2023-03-23,EURUSD,fx_spot,spot,1.127409
2023-03-23,WTI,commodity,0.25,73.0288
2023-03-23,USD_SWAPTION,vol,1.0,0.255051
2023-03-24,USD_SOFR,yield_curve,0.25,0.055356
2023-03-24,USD_SOFR,yield_curve,0.5,0.048355
2023-03-24,USD_SOFR,yield_curve,1.0,0.051389
2023-03-24,USD_SOFR,yield_curve,2.0,0.053687
2023-03-24,USD_SOFR,yield_curve,5.0,0.039271
2023-03-24,USD_SOFR,yield_curve,10.0,0.043853
2023-03-24,EUR_ESTR,yield_curve,0.25,0.036828
2023-03-24,EUR_ESTR,yield_curve,0.5,0.037023
2023-03-24,EUR_ESTR,yield_curve,1.0,0.036379
2023-03-24,EUR_ESTR,yield_curve,2.0,0.036102
2023-03-24,EUR_ESTR,yield_curve,5.0,0.033905
2023-03-24,EUR_ESTR,yield_curve,10.0,0.02707
2023-03-24,EURUSD,fx_spot,spot,1.124099
2023-03-24,WTI,commodity,0.25,74.1726
2023-03-24,USD_SWAPTION,vol,1.0,0.248409
2023-03-27,USD_SOFR,yield_curve,0.25,0.056833
2023-03-27,USD_SOFR,yield_curve,0.5,0.048822
2023-03-27,USD_SOFR,yield_curve,1.0,0.051101
2023-03-27,USD_SOFR,yield_curve,2.0,0.054159
2023-03-27,USD_SOFR,yield_curve,5.0,0.040158
2023-03-27,USD_SOFR,yield_curve,10.0,0.044509
2023-03-27,EUR_ESTR,yield_curve,0.25,0.037156
2023-03-27,EUR_ESTR,yield_curve,0.5,0.037241
2023-03-27,EUR_ESTR,yield_curve,1.0,0.036803
2023-03-27,EUR_ESTR,yield_curve,2.0,0.035931
2023-03-27,EUR_ESTR,yield_curve,5.0,0.03249
2023-03-27,EUR_ESTR,yield_curve,10.0,0.027001
2023-03-27,EURUSD,fx_spot,spot,1.125088
2023-03-27,WTI,commodity,0.25,75.5149
2023-03-27,USD_SWAPTION,vol,1.0,0.240915
2023-03-28,USD_SOFR,yield_curve,0.25,0.057128
2023-03-28,USD_SOFR,yield_curve,0.5,0.048508
2023-03-28,USD_SOFR,yield_curve,1.0,0.051124
2023-03-28,USD_SOFR,yield_curve,2.0,0.055182
2023-03-28,USD_SOFR,yield_curve,5.0,0.040311
2023-03-28,USD_SOFR,yield_curve,10.0,0.044546
2023-03-28,EUR_ESTR,yield_curve,0.25,0.036058
2023-03-28,EUR_ESTR,yield_curve,0.5,0.037072
2023-03-28,EUR_ESTR,yield_curve,1.0,0.036511
2023-03-28,EUR_ESTR,yield_curve,2.0,0.036422
2023-03-28,EUR_ESTR,yield_curve,5.0,0.03194
2023-03-28,EUR_ESTR,yield_curve,10.0,0.027256
2023-03-28,EURUSD,fx_spot,spot,1.126772
2023-03-28,WTI,commodity,0.25,77.3018
2023-03-28,USD_SWAPTION,vol,1.0,0.244524
2023-03-29,USD_SOFR,yield_curve,0.25,0.057351
2023-03-29,USD_SOFR,yield_curve,0.5,0.048994
2023-03-29,USD_SOFR,yield_curve,1.0,0.051273
2023-03-29,USD_SOFR,yield_curve,2.0,0.054825
2023-03-29,USD_SOFR,yield_curve,5.0,0.040466
2023-03-29,USD_SOFR,yield_curve,10.0,0.045405
2023-03-29,EUR_ESTR,yield_curve,0.25,0.036408
2023-03-29,EUR_ESTR,yield_curve,0.5,0.036853
2023-03-29,EUR_ESTR,yield_curve,1.0,0.035853
2023-03-29,EUR_ESTR,yield_curve,2.0,0.035991
2023-03-29,EUR_ESTR,yield_curve,5.0,0.03136
2023-03-29,EUR_ESTR,yield_curve,10.0,0.026938
2023-03-29,EURUSD,fx_spot,spot,1.129322
2023-03-29,WTI,commodity,0.25,79.117
2023-03-29,USD_SWAPTION,vol,1.0,0.244671
2023-03-30,USD_SOFR,yield_curve,0.25,0.056907
2023-03-30,USD_SOFR,yield_curve,0.5,0.050499
2023-03-30,USD_SOFR,yield_curve,1.0,0.050115
2023-03-30,USD_SOFR,yield_curve,2.0,0.053066
2023-03-30,USD_SOFR,yield_curve,5.0,0.040818
2023-03-30,USD_SOFR,yield_curve,10.0,0.045004
2023-03-30,EUR_ESTR,yield_curve,0.25,0.035252
2023-03-30,EUR_ESTR,yield_curve,0.5,0.03604
2023-03-30,EUR_ESTR,yield_curve,1.0,0.035261
